BAJA+1	BAJA+2	CONTINUA	MeanDecreaseAccuracy	MeanDecreaseGini
-0.0014147127995023	7.19762547032621e-05	0.00025168635812403	0.000194112813183009	7.75646648144657
0	0	0	0	0
-0.00353310790886795	6.62972017480491e-05	0.000394473832307682	0.000266438070739599	9.81136797638461
3.77287304282213e-07	-2.58287265579892e-05	5.78538385663593e-07	-5.12303632860637e-07	0.384458916770876
-0.000372853437443363	8.22567333631275e-05	4.67019284731063e-05	3.50395954918967e-05	0.854255504638698
0.00102104495021538	-0.00169790002009207	0.000102219404732227	6.10728294407223e-05	7.53101746024508
-0.00168166847086935	-0.000155325434796491	0.000361984716278878	0.000281311964565157	6.71813701817953
-0.000408147080743682	0.00397350120117641	0.000280300262977796	0.000400111483581081	9.23545034085894
0.00118792935135231	0.00449343860753896	0.000359911321327561	0.000542196753210373	11.2462755246919
-0.00446310290150666	0.00554303036303629	0.00202410769570998	0.00195431576181562	6.38409318239379
0.00787329491838884	0.00677329168971213	0.000105587851478381	0.000590794359146542	15.4127042806056
0.00529042822246262	0.0116859929144468	-0.000248011650659056	0.000376389165173136	32.2469369175333
0.00408966275224608	0.00144962910299488	-0.000122675023983264	6.44857310595854e-05	7.20619221473954
-1.60078556817687e-05	5.78015822072706e-05	-1.70847081563204e-08	1.59966833229385e-06	0.242965331164959
0	0	0	0	0
-0.000110217774935187	-1.00905781137978e-05	1.69998214049802e-06	-2.16701668991594e-06	0.718531175661283
-6.78060775040871e-05	-7.25935497848033e-05	1.31147529983456e-05	7.40449105415961e-06	0.420879684831075
-0.000160239385823582	-0.000295068145895903	4.28514838304347e-05	2.39664559316075e-05	0.557271988078839
0	0	1.18456447340108e-09	2.56780032825731e-10	0.157421530415095
0	0	0	0	0
0.003590331661777	-0.000936574132330484	0.000255644054179467	0.000305199289358056	8.63787450900043
0.000189633654533757	-0.000221987014353897	2.23371030227912e-05	1.87319846476758e-05	1.51092160926258
0.017606421127791	0.00358187299152939	0.000146110034456338	0.000794472075738788	30.6547205190195
-4.99673251871992e-05	3.12888817016236e-05	1.81484248379072e-05	1.63871113284596e-05	1.19539564923116
0.00348691923903885	0.00341869097263343	7.30822511906228e-05	0.000302459683582194	4.96622383795986
0.00292101458809987	-0.00132973315119153	4.84689911295638e-05	8.04876171397058e-05	2.63336090789678
0.0199509963373122	0.0089209926822703	0.000395256157033043	0.00130996918383521	26.6560257104513
3.04139517584388e-07	-1.3728257276488e-05	8.09862186426673e-06	6.57668246915534e-06	1.7178010399847
-0.00188055833120578	0.00512794599733003	0.000817731004779624	0.000909491183356902	6.17444319294841
0.00454625411331162	0.00400649076498205	0.000663657311318183	0.000903608955745785	10.1014971613015
0.00409999943662616	-0.00194409529392909	0.000410645361903607	0.000426446808024766	3.53447697230103
0.0110613988859984	0.00819559660507516	0.00276378142989601	0.0032061507350207	19.7920494205018
0.0058572672045555	0.00843812031154596	0.00388792144842205	0.0041203220996847	30.5099282662835
0.00606080476684265	-0.00179135045103916	1.49945939268991e-05	0.000127199750970868	2.80275931726792
0.00110770314398996	0.000233808467417	7.34962703616774e-05	0.000110937912505092	0.982153267522122
0.000604409229338751	0.00177854805317687	0.000279615669271099	0.00034718508108369	1.43287816625515
0.000710693235537465	0.00197472148789464	0.000279067897255511	0.000355922255951386	4.90439424585234
0.00157910240094684	0.00289763886605061	0.000347525978061127	0.000481068839698506	8.0295387320805
-1.8018018018018e-05	2.67754891365711e-05	-9.74214135023821e-06	-8.55645413429035e-06	0.331825584275498
1.6750418760469e-05	-1.31279758035597e-05	-1.71078150437382e-08	-1.4151444750938e-08	0.420662584233613
0	-1.34952766531714e-05	2.27620429587962e-06	1.59668412485258e-06	0.0490032017320822
0	0	4.59062734524103e-06	4.28785926866703e-06	0.0670084620887846
-0.000135270117348989	0.000130395210403253	1.37086180330097e-05	1.43806249271604e-05	0.260899700994965
7.23398821154539e-05	3.47902304452715e-05	3.48044964479685e-05	3.5587740529688e-05	0.465575849222103
0	0	0	0	0
0	-1.32275132275132e-05	3.45588637834174e-06	2.68266899523271e-06	0.0737649928304061
0	1.36612021857924e-05	8.54726794538857e-06	8.4928957715245e-06	0.188030297422085
0	0	0	0	0
-0.000119052155386782	0.000103882591077585	3.96196917274729e-06	3.70028059454101e-06	0.242534063816399
-0.000100989657194611	0.000123025868608705	1.02606219922943e-05	1.11559844400682e-05	0.332972053600822
0.000199585141485769	-0.000135331725125031	2.18110965386092e-05	2.08559101536325e-05	0.451209955801371
0	2.81944507298814e-05	-1.71989090447549e-06	-5.3227455852296e-07	0.0927141644888287
-0.000506242016832109	0.00020018815283612	4.57464977314667e-06	-3.2129447036462e-06	0.574149512498516
-0.000312882286344777	-0.000139675600457205	5.76965611130478e-06	-9.52610204393794e-06	0.438334550422893
-0.000102108526371755	0.000112505092563585	1.88821774252576e-05	1.86310729040784e-05	0.570710732595552
0.0123671437518599	0.0136691741599802	1.21220619712558e-05	0.000896161814636151	17.1950192968646
