BAJA+1	BAJA+2	CONTINUA	MeanDecreaseAccuracy
0.00233918565386811	0.00342692673544189	0.000106496867820743	0.000171664403050972
0.00241530483117792	0.00305201393846913	9.63081048972071e-05	0.000155480480169207
0	0	0	0
0	0	0	0
0.000724351721627767	0.000586402699882187	5.55734847964567e-05	5.953287633141e-05
0.000841895604495893	0.00102549197252201	5.51185627934425e-05	5.74095279555809e-05
0.00121391917965591	0.00134868677098029	0.000140460809938692	0.000154473264378399
0.00138996989587762	0.00147619688014993	0.000276502640377038	0.000246664615196347
0.000112173947680495	9.16654387197717e-05	1.22670084118197e-05	1.08478580315132e-05
0.000210428367451147	0.00016453043819681	6.14701399192499e-05	5.72339102338372e-05
1.77009209596595e-05	1.86445106093556e-05	5.04514919253833e-06	4.90029769194083e-06
1.74228960231204e-05	3.18618980348685e-05	6.07486219430374e-06	5.80560211284922e-06
0.00116041565794824	0.00108078766342721	0.000140003553415582	0.000133797872970735
0.00105697348844304	0.00105650235427855	0.000126424418608417	0.000128806307531445
0	4.12533860382147e-05	3.07764497111937e-06	3.27291901483353e-06
0	0	3.42666824670378e-06	3.1890933894498e-06
0.000103005065897386	0.000172628977788957	8.3167127071713e-06	8.88345510778221e-06
2.48598052129999e-05	5.70809676292277e-05	1.8638309950319e-05	1.7242295937228e-05
1.94606616398596e-05	1.949745730387e-05	4.3229685962733e-06	4.05589788042681e-06
0	1.93142926358255e-05	4.89878749440284e-06	4.56152302622517e-06
0.000694439726487186	0.000723563278407475	6.36852073381751e-05	6.09878689427796e-05
0.000833620963453554	0.000690469107561432	6.00304341455799e-05	6.15269041766317e-05
0.00249930509973873	0.00244007576674253	0.000163798932062892	0.000198580608277392
0.000802098844950582	0.000890842203777333	0.000445898852159087	0.000412010187967311
9.40452608957373e-05	0.000109362599071678	6.39322165216292e-06	5.44965021345082e-06
0	1.28983455054883e-05	4.2587871478616e-06	4.00207220336157e-06
0	2.00064010601123e-05	6.48907261724624e-06	6.39965282440457e-06
9.70330304066055e-05	0.000124760953830413	1.23065917073338e-05	1.19700457726725e-05
8.93124074738069e-05	7.32904312451851e-05	1.31295942277968e-05	1.08058628375518e-05
0.000913699748424175	0.00118983999755723	7.42658300403483e-05	6.12018821509973e-05
0.00179546828636921	0.00237739016978715	6.86434597742458e-05	9.91444999265297e-05
0.00186891098871881	0.00175774756282352	0.000273407849658613	0.00026478198560892
0.00181105806243706	0.00186464381648751	0.000301534232478132	0.000285704943903749
0.00097691844167497	0.00126607696598972	8.69677080490995e-05	8.96863598505355e-05
0.00115135855577219	0.00131675572223278	0.000125068447366574	0.000123428098238469
2.49462187314992e-05	0	3.65353819016084e-06	3.40192385178803e-06
0	2.79632528420479e-05	3.11158146763554e-06	3.07475462638051e-06
0	0	0	0
0	1.40412368793923e-05	1.26243865055051e-06	1.29496816292624e-06
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.000291901473601521	0.00022975790588816	2.34974519422915e-05	2.19071031169308e-05
0.000245656614190541	0.000211550555622112	2.88757432086122e-05	3.06627622028047e-05
0.000680659735948822	0.00068861673061871	6.5607136795829e-05	5.64392227178962e-05
0.00136256729340773	0.00150506756222412	0.000118064284546682	9.50943554312019e-05
0.000189811508223004	0.000124353124495544	2.041625191606e-05	2.19507786995326e-05
0.000124777966895287	0.000146250191448212	1.10662687352764e-05	1.28593018163134e-05
7.42206877970493e-05	4.45696028722694e-05	5.56825617540446e-06	5.37479801039023e-06
4.27346035658821e-05	3.40996698344949e-05	5.60883885532414e-06	5.10162641361845e-06
0.000139846897462096	5.36828112836997e-05	6.19865723036607e-06	7.42713937132175e-06
0.000679372892990056	0.00093349621916965	6.7747101950163e-05	7.71085862810392e-05
0.00082071763663893	0.00111245766827794	6.9381929060329e-05	6.69804507945986e-05
0.000296079294445181	0.000379621243066047	3.55143116106086e-05	3.74616108383123e-05
0.00037646640219867	0.000347706400223198	4.03036069946067e-05	4.11112066001381e-05
0.00353101477066685	0.00394353725787738	0.000358254627444349	0.000361036928930513
6.36208153811362e-05	4.37554810551009e-05	8.01760216207359e-06	7.21354698660421e-06
0.000904480082942125	0.00089114318175193	4.73284396957467e-05	5.56822458786709e-05
0	1.38657214183999e-05	9.92708988648167e-07	1.06739482292914e-06
0.000302158500472905	8.22375099185665e-05	8.46243874606557e-06	1.25000358423096e-05
0.00048174052861351	0.000621542966968763	3.32698398757242e-05	4.15868171609529e-05
0.000572627942556418	0.00055667511198894	5.17129595283198e-05	5.43105544306534e-05
0	1.28485449436911e-05	4.18828434310415e-06	3.79748531139384e-06
0.000731948143564798	0.000949015455165591	9.26024513215621e-05	0.000102007994729345
0.000523452638151997	0.000648379763598472	5.51894933955952e-05	6.43839631685478e-05
1.66388657020799e-05	2.41980790785821e-05	5.58220690517956e-06	5.32677217007146e-06
0.000447834977659584	0.000386244895478831	0.000112975585597795	0.000105548895672466
1.64741244575049e-05	2.48492845448747e-05	8.89375483978196e-06	8.34814361402694e-06
0.000558382930518552	0.000630615976586351	4.64577556895031e-05	4.88918162202576e-05
0	0	0	0
0	0	0	0
0.000192286080185392	0.000212830495340281	9.51500997927414e-06	1.38556343515435e-05
4.78064562669686e-05	6.45093264130327e-05	7.0711972784068e-06	6.83494070284616e-06
0.000323261037125199	0.000376584261279786	1.5353322555716e-05	1.63895740661732e-05
0	3.36290461523803e-05	5.41188478235845e-06	5.16724267890908e-06
0.000757821878719506	0.000645574010754175	7.16707913761192e-05	6.52394949582114e-05
0.000212509593690575	0.000416529804108867	0.000139086638422144	0.000129616831995623
0.000140713935474085	0.000141390019708662	1.7110399189535e-05	1.49311259711301e-05
0	0	0	0
0.000868285713396963	0.000917542972292983	7.41053746951654e-05	8.23915363673996e-05
5.71804288231009e-05	7.82962062979195e-05	7.12991673251578e-06	7.15786311071302e-06
0.000325002880749891	0.00010338235162069	7.71434521481645e-06	1.15509989136765e-05
0.000450199081074957	0.000534965182745671	3.37575455160282e-05	3.63250738631418e-05
0.000471647281870713	0.000531519818216175	3.64956770418402e-05	4.58952660934933e-05
1.91251329908965e-05	1.3582747511902e-05	6.03537196831888e-06	5.56504976427733e-06
0.00188280378078982	0.00234168430128145	0.00067843045843015	0.000632012873121944
0.00185471932191195	0.00238394676728224	0.000327128845317431	0.000318103104783007
0.000118728150978162	9.7332665683273e-05	2.26642772058881e-05	2.13677761991852e-05
0.00132933046505082	0.00148391916451797	0.000706185589357689	0.0006533653628552
0.00014723518094432	0.000199730444055447	4.06217220215749e-05	3.76081236392673e-05
0.00063032746582895	0.000591306208785991	4.09300165863032e-05	3.8539708069597e-05
1.73321517729999e-05	1.41007336458304e-05	1.51517676533621e-06	1.60019782936685e-06
0	0	9.8391927255592e-07	9.16438680118443e-07
0.000297553790903301	0.000237311275279811	6.43109722073449e-06	1.22415860075867e-05
0.000630520012225231	0.000657695754877954	7.91623654994065e-05	7.10408790320488e-05
0.0011620235741836	0.00158981679490972	0.000195885799802932	0.000193869456004548
5.33770802066864e-05	6.45944571983163e-05	1.03633825860747e-05	1.01422081322199e-05
0.000755859213900164	0.000677439976376759	4.9985263637669e-05	4.80720215003786e-05
0.00133959584836884	0.00141004424237817	0.00068467026758723	0.000641414564742076
0.00083746458128397	0.000857866691754303	8.39348521221629e-05	8.18856004316024e-05
0	0	2.33708171000792e-06	2.18368917306749e-06
0.00179962033530751	0.00235569802546702	0.000360576863924823	0.000348476436004869
0.00668235886673475	0.00741601198955868	0.000951190491789282	0.00118462677538186
