BAJA+1	BAJA+2	CONTINUA	MeanDecreaseAccuracy
0.000253292210181383	0.000286694989366833	0.00014499137415388	0.000111304304265108
0.000389936905046346	0.000441030197329059	4.75214642280175e-05	7.37991477044537e-05
0.000281430613203826	0.000305866840523859	4.85246566269848e-05	3.77959458379098e-05
4.14896906185374e-06	4.09851684778243e-06	1.51920186221522e-06	1.3496614628011e-06
0.000338623032623201	0.000360584816669739	6.51050404637163e-05	5.21843883751054e-05
0.000202457134056265	0.000237267368160045	2.63827485967296e-05	3.6200470935756e-05
0.000357089449960298	0.000362483405511274	9.75703872841684e-05	7.78326718506769e-05
0.000656620105703008	0.000711084311001394	0.000102156260302024	9.6744300883044e-05
0.000558135279419234	0.000619426749632947	0.00012340681583065	0.000106272914047715
0.000673532388626015	0.000688666657560332	0.000230599953518974	0.00018234955092751
0.000861428834080668	0.000926537130826482	0.000137239183406191	0.000122482001130465
0.00180214328561441	0.00203657499669493	0.000319571272063747	0.000413266748984492
0.000924593350252077	0.000759196560849336	0.000245443397055991	0.000200924784398999
4.76758266875336e-06	3.76082792515249e-06	1.83756742877513e-06	1.57660564375168e-06
0	0	0	0
4.26834649152541e-05	2.19691674725008e-05	8.46303149014928e-06	9.16149317794604e-06
3.72844890229732e-05	3.03444198205964e-05	5.38358463973992e-06	6.52441082337941e-06
7.06694951714521e-05	7.74316610236419e-05	1.02307212762448e-05	1.15735045724008e-05
1.74594603379643e-06	0	5.51556783131586e-07	4.63533176670992e-07
0	0	0	0
0.00139963259879499	0.00102914244650394	0.000100557576178744	0.00015528689883977
0.000102202381420498	8.69331840635425e-05	1.15382816723019e-05	1.63083398975491e-05
0.00254333794790347	0.00252883227464563	0.000216274870522614	0.00041403992473415
2.17229068880711e-05	2.50969440709175e-05	6.01376838838677e-06	5.91503433911039e-06
0.00100502235773082	0.000824811811951673	0.000109731706251813	0.000153558884702249
0.00174527981566702	0.000966781245701597	0.000159676561572162	0.00019649194195615
0.00214641227567925	0.00171399346629574	0.000245121564103227	0.00034897121614583
0.000111262420006285	9.1716630343579e-05	7.55393144554815e-06	1.53488628489725e-05
0.00157793230149565	0.00134608918234302	0.000197687298258308	0.0003345347811115
0.00172013312696692	0.00156079511915187	0.000316065473389355	0.000360985115525049
0.00282638164033457	0.0014954847556617	0.00102297784559146	0.000899621048813843
0.00327609101904865	0.00239885873309186	0.000993636678207586	0.000850149927278141
0.00308622837490428	0.00245837151304767	0.00103529301956424	0.000860236310552515
0.0022378786045616	0.00143254858742732	0.00049174502028284	0.000421945363809292
0.000309574607237994	0.000305794220203831	7.1647902320105e-05	7.74262606291977e-05
0.00064760077475484	0.000536211657319086	0.000308938922426275	0.000264200405628704
0.000397401034557035	0.000364030441910536	5.77293919775537e-05	5.86479822269856e-05
0.000461651565536531	0.000493517754427193	8.00412993971427e-05	0.000104210395148134
1.52594501893815e-05	1.80413742998014e-05	3.13979965463551e-06	3.08720422847091e-06
1.50950176708298e-05	1.64385724063562e-05	3.15826997818283e-06	3.23382606008232e-06
1.56259246174325e-05	9.81727050290256e-06	1.45637795610548e-06	2.60018763146815e-06
1.51790196460055e-05	1.11046743385541e-05	2.3000342607179e-06	2.98043520731711e-06
0.000165276078016666	0.000141427144596461	8.67943750772594e-06	2.72587631356456e-05
0.000107331019703894	9.9923172497779e-05	6.49121989139926e-06	1.50202231723703e-05
2.40328796016812e-06	2.36472891758214e-06	1.54524441874908e-06	1.2001328592271e-06
1.42063049197423e-05	1.46041144286909e-05	2.45515993161375e-06	2.98168124603787e-06
2.90174912509542e-05	2.27706442898609e-05	2.93143126678469e-06	3.84871996300973e-06
2.37423458681199e-06	0	1.2904523195161e-06	1.09750749032712e-06
1.79024712218637e-05	2.03392669360715e-05	3.08807878338037e-06	3.74771732657383e-06
2.90450855957632e-05	2.84237606032626e-05	4.2372193046183e-06	4.94925577581486e-06
6.65499770660165e-05	8.09531085666461e-05	3.23078705516459e-06	8.60663556918735e-06
1.16013606445814e-05	1.12724310580182e-05	3.34640533195989e-06	2.99001696675362e-06
6.72721985374202e-05	5.93219169004285e-05	5.90942913691182e-06	6.57823414085379e-06
8.01400021734632e-05	7.65944237497996e-05	4.03543951566028e-06	9.18109438953036e-06
8.11457659745827e-05	9.28695759503608e-05	5.15835791002765e-06	1.83024350756175e-05
0.00211535052327103	0.00203442508389233	0.000139387252662635	0.000356950782982523
0.00209563613844408	0.00157796297984523	0.000143463992191601	0.000326902974577543
0	0	0	0
0	0	0	0
0.000534655084948476	0.000483934980743566	6.70098413631597e-05	9.06747672499324e-05
0.000755893510429143	0.000624079632205439	6.76370460712e-05	0.000104159665004365
0.00109717751402115	0.00109444782095708	0.000200451281083453	0.000277480780431067
0.00124973817630946	0.00130209964625856	0.000301348296101562	0.000276448702806938
8.41223330852229e-05	9.09261937243967e-05	1.65148175963912e-05	1.58820987295374e-05
0.000131007285262566	0.000111309962858255	1.29704038827015e-05	1.75079873715854e-05
3.75040638672184e-06	5.27237826710756e-06	2.07280670395203e-06	1.79229860625327e-06
5.38935963829052e-06	7.86417668671937e-06	2.92079087444165e-06	2.43307363792756e-06
0.00128737263738558	0.00121784420899907	0.000208109690185448	0.000321036706458043
0.00140268109205626	0.00113124443949721	0.000414126110532544	0.00037831184752309
4.13017417760847e-06	4.07475382806841e-06	1.95301779103754e-06	1.68939095480122e-06
3.83816499000237e-06	4.7963144516053e-06	2.72232521130318e-06	2.0801073247961e-06
9.61802728996452e-06	8.16964610992542e-06	4.33993368228927e-06	3.3202775168373e-06
6.527963402261e-06	9.49806234786316e-06	4.79118358981987e-06	3.73968669503704e-06
1.38024945047564e-05	8.87504477200865e-06	2.32247764088587e-06	2.0966476407748e-06
1.69266182116785e-06	0	5.46438446650874e-07	3.57851986689182e-07
0.000391782341521488	0.000377021398066266	7.15991278860532e-05	6.28048733027182e-05
0.000465003832839379	0.000488323184686303	0.000110236659952735	8.86378264266651e-05
0.00093595859250302	0.000830723177636744	0.000154310450071263	0.000149408030130696
0.000816249371320331	0.000843863720766265	0.00019816546621128	0.000155845897721771
0.00011913740402774	0.000104872416794152	1.6619687430438e-05	2.17328570454554e-05
9.81933326632877e-06	7.88160216908597e-06	3.14058544306785e-06	2.80193376907083e-06
1.31764399110137e-05	1.02908545828515e-05	3.28469717563529e-06	3.08635466720165e-06
0.000236474964822443	0.000209509592591391	1.28051324452155e-05	4.45808703160003e-05
0.000311625076302952	0.000222818526658354	1.65083589399933e-05	5.20158124806428e-05
0.000775039470022158	0.000890218290976916	0.00010050595237454	0.000127478813545953
0.00146705252554853	0.00151283737226688	0.000147299451127518	0.000213986969781043
0.00131206008741327	0.00151159082686872	0.000271771387688928	0.000224741406266742
0.00114701034770595	0.00125464228974564	0.000217012922338379	0.000211172136748969
0.0010935517588809	0.000825240594754439	7.59368709751424e-05	0.000168325127796597
0.000968339252165618	0.00102109463662595	0.000178067674083864	0.000200798889875339
2.25859089263446e-05	2.50716955542319e-05	8.31365327265901e-06	7.0887365587128e-06
4.71392530182753e-05	3.94017649600844e-05	7.06689012119499e-06	7.03270073793281e-06
1.32627324255832e-05	8.46759174768746e-06	1.96573996905432e-06	2.05536095384914e-06
1.48754728361158e-05	1.51385143313368e-05	2.00134843732289e-06	2.54231841662521e-06
0	1.6547852513257e-06	1.62118447556688e-06	1.24046242705241e-06
0	0	1.9165074787476e-06	1.4445125415622e-06
2.97593642582251e-06	7.36379030144197e-06	1.23759221409111e-06	1.28134015666788e-06
5.38068654849773e-06	3.77794178680908e-06	1.2892084725403e-06	1.32727090047577e-06
0.00018815362836407	0.000260510934953164	2.83308262651191e-05	3.54917821204145e-05
0.000191546263300897	0.000225704112733458	3.24543866601805e-05	4.56828060265953e-05
0.000611397262572223	0.000659130128980784	0.000159383169738695	0.000136279125733756
0.0011022693871088	0.00111820966972127	9.82107329003479e-05	9.61855419996643e-05
0.000263980950202458	0.00034289193159083	1.31613891000691e-05	2.72473409194173e-05
7.66995421224709e-05	8.27622992400398e-05	8.70886269639376e-06	1.30548645030806e-05
3.80347115657223e-05	4.47930947593404e-05	3.59855872879177e-06	4.50358820191174e-06
4.79453783213506e-05	5.68460935256908e-05	4.84494776188882e-06	6.60876405423632e-06
8.56591363066382e-05	6.73193567683704e-05	9.02319078973148e-06	1.54935463888302e-05
0.000691940891386288	0.000573900733082905	7.59513176502583e-05	0.000102214707292712
0.000611918251048872	0.000505150165723759	4.54359685697054e-05	8.44852422692791e-05
0.000211001826547113	0.000176136464903388	1.51994947827563e-05	3.08620077959235e-05
0.000179531071347605	0.000206352788136713	7.50776343352039e-05	6.6456717054055e-05
0.00271684314856314	0.00303062928633219	0.000626671004246202	0.000669872965208721
0.000246917800469961	0.000223597338344433	1.02173586842127e-05	1.55050404485073e-05
0.000530054211287808	0.000608165848854012	5.34261852603961e-05	7.6961033958798e-05
2.18981315617857e-05	5.16634226773666e-05	1.09991794203568e-05	9.30911631912849e-06
0.000653681816267397	0.000192960208881806	0.000146494816932608	0.000135114020267957
0.000464598820993094	0.000331012411753872	5.55735538391973e-05	5.91082892783929e-05
0.000410472511389462	0.000383701192325939	4.73475874331865e-05	4.56200500861723e-05
3.01629258202496e-05	3.74216296419015e-05	1.43657231358827e-05	1.21953965102726e-05
0.000577414203765322	0.000665350137660077	8.78988611661462e-05	0.000115651182167993
0.000458092193167828	0.000461129505783569	0.000141504389320887	0.000127045716478387
2.53276718120101e-05	2.52516013340264e-05	5.13663630847185e-06	5.51464306951735e-06
0.000296606250992994	0.000266499108487963	9.66316422238158e-05	8.51843864543737e-05
2.32875891557958e-06	6.50754896952888e-06	6.45013553659889e-06	4.67168689789275e-06
0.000513512706891013	0.000464344267082129	5.46745859684492e-05	4.22789116546535e-05
0	1.64904516373438e-06	1.20148480863128e-06	9.27164344225215e-07
0	0	0	0
0.000581110860316332	0.000512839416365896	7.71123720994078e-05	6.56186390348512e-05
2.58458146986944e-05	3.60503780526455e-05	5.75356158595716e-06	5.53017643853775e-06
0.000237694808023203	0.000308666284147985	3.26365146875226e-05	5.90978240326559e-05
7.27971171150695e-06	1.4126007808185e-05	4.70614878120406e-06	3.70040254679903e-06
0.000609650136539728	0.000538836047683401	9.45173075917269e-05	7.91766178538775e-05
0.000197371626022682	0.00022340327915379	7.75999617530083e-05	6.60675577450683e-05
0.000233275176370645	0.000165122943999721	0.000182445301564151	0.000149033491794638
0	1.65068112123809e-06	5.49858549526527e-07	4.62561762454211e-07
0.000409248195563126	0.00045596867511128	9.63589572872412e-05	9.01889932754469e-05
4.62764916641748e-05	0.000117495383734559	1.59494107098717e-05	1.47195640033072e-05
0.000937243070271881	0.000257079389410879	0.000164686547020312	0.000175278073339811
0.000518030624737434	0.000353197239220506	7.94455203276644e-05	7.61846569353174e-05
0.000658285278340642	0.000584357365643852	5.02297592169691e-05	4.87635339843863e-05
7.90004630274415e-05	0.000114247450088087	6.06841360609183e-05	5.00126598154518e-05
0.00180200115491618	0.00177166832735951	0.000422875337669406	0.000404449766588242
0.00154630304007911	0.00183561723213193	0.000497696847975768	0.000504818263252385
0.000154472716574384	0.00015595337159614	1.42756892025016e-05	3.0543364877948e-05
0.00158263383738985	0.00170791014244772	0.0004204537291932	0.000388773999980971
0.000733230474634346	0.000727882267754348	7.98006909760315e-05	0.000172297698760843
0.000411952569040838	0.000381368964520923	5.14660991371424e-05	4.87218657242181e-05
2.33281263397292e-06	2.32185825228326e-06	1.82509890811297e-06	1.43499651390602e-06
0	0	0	0
0.000610179622246927	0.000553705928125285	3.41045948930884e-05	4.54399938087135e-05
0.000175457433617674	0.000201107992721122	3.51725610665136e-05	2.93744878085781e-05
0.0010591898654704	0.00145167676332216	0.000164245791364574	0.000273416022743929
5.40270789131522e-05	6.52122221073534e-05	1.10782373592144e-05	1.34595883204704e-05
0.000660676185592653	0.000549942819431286	9.08815087754854e-05	8.17301518440329e-05
0.00160797688923928	0.00150874651028915	0.000637135760638855	0.000574111990566168
0.00110076976881175	0.00108603863387719	9.99348722101403e-05	0.000208541405345784
3.40611375682291e-06	1.7048018137377e-06	2.06735225370175e-06	1.7252838600613e-06
0.00137708031414073	0.00153429147490678	0.000211099397731073	0.000275832000412695
0.00529487009496326	0.00434639048109472	0.00238061819703692	0.00267535578885929
