Feature	Gain	Cover	Frequency
ctrx_quarter	0.156553059364668	0.0171964654089696	0.00520162656726533
mcuentas_saldo	0.0660206454177479	0.010323389738259	0.00801423246357167
mdescubierto_preacordado_tend6	0.0635923571905435	0.00313262733813551	0.00154185022026432
mtarjeta_visa_consumo	0.0298682578159005	0.0104036292672521	0.0029142663503897
cpayroll_trx	0.0156372930940924	0.00695125434579241	0.00116909522195866
mpayroll	0.014001784459427	0.0115459283093816	0.00227041680786174
mprestamos_personales	0.0133018347438396	0.00688270467028014	0.00293120975940359
mpasivos_margen	0.0113550504185824	0.00566925242292204	0.0045069467976957
foto_mes	0.0108198480616326	0.00621016895427926	0.00765842087427991
mcaja_ahorro	0.0089715913746518	0.00252023748853207	0.00472721111487631
mprestamos_personales_tend6	0.0088796211582084	0.00463654828438331	0.0031684174855981
ccomisiones_mantenimiento_tend6	0.00861342530393408	0.00490980181062777	0.00243985089800068
mrentabilidad_avg6	0.00632757702784214	0.00305283175535368	0.00428668248051508
mcuenta_corriente_avg6	0.00623960197125638	0.00398856978580726	0.0071501186038631
numero_de_cliente	0.00578788227463985	0.00483886763009541	0.0106065740426974
Visa_status	0.00502360092320043	0.000398717106040086	0.000355811589291766
cliente_edad	0.00486903145402788	0.00382590856792422	0.00828532700779397
mrentabilidad_annual_tend6	0.00485163927628619	0.0035249413414208	0.00809894950864114
tcallcenter_tend6	0.00449241326687143	0.00340325273650542	0.00255845476109793
mcuenta_corriente_tend6	0.00445221829573345	0.00393623248679245	0.00716706201287699
cproductos_tend6	0.00438738972186631	0.00261155966715574	0.00257539817011183
mactivos_margen	0.00434563130161867	0.00313709038752308	0.00487970179600136
ctrx_quarter_delta1	0.00432506202418889	0.00415501339171412	0.00652321247034903
mrentabilidad_annual_delta1	0.00420500951099681	0.003360105545265	0.00720094883090478
mcuentas_saldo_tend6	0.00412342656108776	0.00196794262420431	0.00559132497458489
cliente_edad_lag1	0.00407492978135652	0.00373640260947411	0.00674347678752965
ctrx_quarter_tend6	0.00406966957999243	0.0021725073100141	0.00677736360555744
mactivos_margen_tend6	0.00405614736461154	0.00352017148897794	0.00659098610640461
Master_Fvencimiento_avg6	0.00393246052683235	0.00225892215607788	0.00670958996950186
mcomisiones_mantenimiento_tend6	0.00386280409396647	0.00629864583361803	0.0055574381565571
mactivos_margen_avg6	0.00371437162545964	0.0038506492606523	0.00520162656726533
Visa_Fvencimiento	0.00370025643659303	0.0027644441280395	0.00682819383259912
Visa_Fvencimiento_avg6	0.00368700319445651	0.00418477851097433	0.00721789223991867
mcuenta_corriente	0.00365745083925732	0.00345921152463257	0.00481192815994578
ctransferencias_recibidas_avg6	0.00364804890270712	0.00402664183787434	0.00645543883429346
cliente_edad_avg6	0.00362958801639753	0.0052898666050541	0.00642155201626567
ctarjeta_visa_trx	0.0035299091334805	0.00424019445481583	0.0023720772619451
chomebanking_trx_avg6	0.00347236730294778	0.00372521853456111	0.00613351406302948
Visa_fultimo_cierre_avg6	0.0034427682130459	0.00280410714180408	0.00570992883768214
mrentabilidad_annual_avg6	0.00339453700201397	0.00405108263524909	0.00567604201965435
Master_fultimo_cierre_avg6	0.00337569702353085	0.00277425710835394	0.00613351406302948
mrentabilidad_annual_lag1	0.00328944642340225	0.00389320609609604	0.00598102338190444
mcaja_ahorro_dolares_delta1	0.0032617278935556	0.00280428758445769	0.00269400203320908
mcaja_ahorro_avg6	0.00320938323579562	0.00241855763202241	0.00552355133852931
mcaja_ahorro_lag1	0.00317740228614077	0.00415426786534417	0.00482887156895967
Master_fechaalta_avg6	0.00308724771845935	0.00188643561614203	0.00465943747882074
mcuentas_saldo_delta1	0.00306396712758376	0.00307372637441549	0.00560826838359878
cliente_antiguedad	0.00304618398569019	0.00199445977569957	0.00548966452050153
chomebanking_trx_delta1	0.00303248811842659	0.00291569129507846	0.00504913588614029
Visa_fechaalta_avg6	0.00302190728777116	0.00169702828171587	0.00408336157234836
Visa_fechaalta	0.00299579378964619	0.00156473601733257	0.00481192815994578
thomebanking_avg6	0.00299185270531655	0.00166440421624737	0.00394781430023721
mcuentas_saldo_avg6	0.00296745949202853	0.00356091412601453	0.00508302270416808
Master_Fvencimiento	0.00296511979183802	0.00252785752619537	0.00545577770247374
mtarjeta_visa_debitos_automaticos_tend6	0.0029593395563233	0.00309865879799307	0.00404947475432057
ccomisiones_otras_tend6	0.00295898621174425	0.00294822589738257	0.00599796679091833
Master_fechaalta	0.00292739180099388	0.00232153946345177	0.00516773974923755
mrentabilidad_tend6	0.00291333176013133	0.00220322013228696	0.00538800406641816
Visa_mpagominimo_avg6	0.00291270697447749	0.0030885791129908	0.00462555066079295
ccomisiones_otras_avg6	0.0029096702090882	0.00398300992813305	0.00564215520162657
ctarjeta_visa	0.00289756597265017	4.49480796852563e-05	6.77736360555744e-05
Visa_cconsumos_avg6	0.00286640210332623	0.00313228987162274	0.00498136225008472
mcuenta_corriente_delta1	0.00285491901411643	0.00292644018476806	0.00482887156895967
Visa_Fvencimiento_lag1	0.00285165073459977	0.00290840400647293	0.00569298542866825
mtarjeta_visa_consumo_tend6	0.00284301946439367	0.000922720044910765	0.00228736021687564
Visa_mpagospesos_tend6	0.00284097695499925	0.00215361811476732	0.00501524906811251
Master_Fvencimiento_lag1	0.00280068438709874	0.00188922497988913	0.00506607929515419
Visa_fechaalta_tend6	0.00279382394293116	0.00351886003648897	0.00243985089800068
ctrx_quarter_avg6	0.00277815712862118	0.00239502410233177	0.00428668248051508
mactivos_margen_lag1	0.00273918110298678	0.00167036337279091	0.00435445611657065
chomebanking_trx_tend6	0.00273654000611034	0.00197501611101018	0.00523551338529312
ctarjeta_visa_trx_tend6	0.00268718305630289	0.00173406603177502	0.00323619112165368
chomebanking_trx	0.002659856467608	0.0022348334830225	0.00404947475432057
ctarjeta_visa_debitos_automaticos_tend6	0.00262159917579295	0.00165998985773459	0.00274483226025076
mtransferencias_recibidas_avg6	0.0026164343237419	0.00149692394960508	0.00471026770586242
mrentabilidad_annual	0.00260618502464271	0.00286463529053675	0.0044900033886818
Visa_mfinanciacion_limite	0.00259650281811164	0.00315900852583856	0.00435445611657065
mpasivos_margen_avg6	0.00259477503389792	0.00322605973546736	0.00477804134191799
mcomisiones_mantenimiento_avg6	0.002582765590637	0.00295526669896454	0.00426973907150119
mcuenta_corriente_lag1	0.00258124314119108	0.00243346125171946	0.00452389020670959
mpasivos_margen_tend6	0.00257383650854588	0.00456638170117106	0.00469332429684853
mcaja_ahorro_tend6	0.00256256867372874	0.00206534492839607	0.00494747543205693
cproductos_delta1	0.00253498054124771	0.00193299285342263	0.000779396814639105
mtransferencias_recibidas	0.00252884189576513	0.00294002561275472	0.00298203998644527
mcuentas_saldo_lag1	0.00252528563326415	0.00335991179264908	0.00487970179600136
ctransferencias_recibidas_tend6	0.00250626154691975	0.003688083908194	0.00486275838698746
mrentabilidad_delta1	0.0024567684616198	0.00189273948386137	0.00462555066079295
ccaja_ahorro	0.00240539359683235	0.0011252100614054	0.00128769908505591
Master_mfinanciacion_limite	0.00239691942533345	0.00274694405480859	0.0044900033886818
mrentabilidad_lag1	0.00239027634581387	0.00119261171054821	0.00452389020670959
Visa_fechaalta_lag1	0.00238311273824655	0.0013311706084525	0.00393087089122331
Master_fechaalta_lag1	0.0023781157188647	0.00204276988447236	0.0042358522534734
Visa_mpagominimo	0.00235888486750559	0.00196803343521299	0.00349034225686208
mtransferencias_emitidas_avg6	0.00235658241022471	0.00329607451771705	0.00410030498136225
mpasivos_margen_lag1	0.00233797215643629	0.00208538669898677	0.00457472043375127
mcaja_ahorro_delta1	0.00232001043638748	0.00363894335886132	0.00393087089122331
mactivos_margen_delta1	0.00231485701145053	0.00188444030115913	0.00432056929854287
cproductos_avg6	0.00231262580175516	0.00301256574975225	0.0045069467976957
internet_avg6	0.00228557651282406	0.00243323262363268	0.00388004066418163
Visa_status_delta1	0.00227354945259688	0.00134956362852199	0.000406641816333446
cproductos	0.00225251466463903	0.00570882850073026	0.00288037953236191
ccomisiones_mantenimiento_avg6	0.00222604461260483	0.00240131718729683	0.0031684174855981
Visa_status_tend6	0.00221531259648137	0.00253433492886636	0.000457472043375127
Visa_mpagospesos_avg6	0.00219783266863111	0.0020972792345519	0.00394781430023721
ctarjeta_debito_avg6	0.00218796821965904	0.00170432820636157	0.00377838021009827
cmobile_app_trx_avg6	0.00217411777547261	0.00209352093924467	0.00452389020670959
mrentabilidad	0.00215574507140153	0.00156100333106675	0.00357505930193155
ctrx_quarter_lag1	0.00212747843130923	0.00259393003239297	0.00433751270755676
cliente_antiguedad_avg6	0.00211131482165111	0.00220035208812975	0.0036936631650288
Visa_mconsumospesos_tend6	0.00205462424652106	0.00117978916242667	0.0037106065740427
Visa_cconsumos_tend6	0.00201106221314922	0.00107814923580395	0.00352422907488987
mtransferencias_recibidas_tend6	0.00200751456395209	0.0020937957309982	0.00410030498136225
Visa_Finiciomora	0.00200614260262182	0.0059449667758692	0.00142324635716706
Master_mfinanciacion_limite_avg6	0.00198907115731672	0.00167838759525908	0.0036936631650288
mcomisiones_mantenimiento	0.00197830163249167	0.00225086743863278	0.00213486953575059
chomebanking_trx_lag1	0.00196521611557029	0.000941088466822062	0.00388004066418163
ctarjeta_visa_trx_avg6	0.00196440667380364	0.00189879315798537	0.00257539817011183
Visa_msaldototal_tend6	0.0019580746199216	0.00390409583551339	0.00310064384954253
Visa_msaldototal_avg6	0.00194867864290257	0.000770210621699218	0.00194849203659776
mcaja_ahorro_dolares_tend6	0.00194752036458171	0.00220065484765219	0.00315147407658421
Visa_mconsumospesos_avg6	0.00192978856583961	0.00184064243809029	0.00377838021009827
Visa_mconsumosdolares_avg6	0.00191391647666914	0.00163655539459887	0.00327007793968146
cpayroll_trx_lag1	0.00189825855833615	0.000340696116157412	0.00023720772619451
Visa_fultimo_cierre	0.00189439440024763	0.00308683769817502	0.00362588952897323
Visa_mpagado_avg6	0.0018892007666512	0.00175789575024721	0.0026431718061674
Master_Fvencimiento_tend6	0.00187592133173559	0.00119200939263351	0.00298203998644527
ctransferencias_emitidas_avg6	0.00187575006881246	0.00156808692670476	0.00321924771263978
mcomisiones_avg6	0.00185891874370378	0.00132488443118939	0.00301592680447306
Master_fultimo_cierre_tend6	0.00182712882921314	0.00361100204139879	0.00330396475770925
mpasivos_margen_delta1	0.00181694282259288	0.00149731971038316	0.00360894611995934
mpayroll_avg6	0.00180752199402611	0.00236091033196766	0.00198237885462555
Visa_mpagominimo_lag1	0.00176805364097891	0.00173038405815041	0.0031684174855981
Visa_mpagospesos_lag1	0.00176324563473838	0.00227444713199016	0.00365977634700102
mprestamos_personales_delta1	0.00175273319176198	0.00440699507097759	0.00188071840054219
ctarjeta_visa_debitos_automaticos_avg6	0.00175183563612697	0.0021333574879609	0.00306675703151474
cmobile_app_trx_tend6	0.00174783012430096	0.00269456716286791	0.00354117248390376
mcomisiones_otras_tend6	0.00174365578473223	0.00100937160612704	0.00323619112165368
mtarjeta_visa_debitos_automaticos_avg6	0.00173794004550228	0.00167441229702202	0.00252456794307015
Visa_Fvencimiento_tend6	0.00173182465565887	0.00109474625336414	0.00301592680447306
thomebanking_tend6	0.00172573633104142	0.00334413780250521	0.00311758725855642
Visa_mconsumospesos	0.00171076758531531	0.000797711025600133	0.00308370044052863
ctarjeta_visa_tend6	0.00166854223530953	0.000254686128820635	8.4717045069468e-05
mcomisiones_otras	0.00166429622125788	0.00201955865804629	0.00272788885123687
mcomisiones_tend6	0.00165903606883767	0.00103772570090175	0.00303287021348695
Visa_msaldototal	0.00165886258596261	0.00123598651899221	0.001592680447306
mcaja_ahorro_dolares_avg6	0.00165726725600323	0.00113352996721352	0.00306675703151474
Master_fultimo_cierre	0.00164539488900733	0.00116538053854316	0.00337173839376483
ctarjeta_debito_trx_avg6	0.00164170425616147	0.00186972083068747	0.00337173839376483
Visa_mpagospesos	0.00162352185160142	0.00341369819275044	0.00325313453066757
Visa_mpagominimo_tend6	0.00158493942896811	0.000887448139345056	0.0031684174855981
ccallcenter_trx_avg6	0.0015796587737616	0.00381307439464572	0.00304981362250085
mdescubierto_preacordado_avg6	0.00157671043085408	0.00144958799528902	0.00121992544900034
Visa_fultimo_cierre_tend6	0.00153584133838399	0.00214139299862495	0.00252456794307015
mcomisiones_otras_avg6	0.00152823894749036	0.00357362244433295	0.00282954930532023
cprestamos_personales_avg6	0.00152263844005395	0.00244296523873164	0.0015757370382921
Visa_msaldopesos	0.00151168346459677	0.00175810146498115	0.00220264317180617
Master_fultimo_cierre_lag1	0.00149848602276162	0.00200352773508566	0.00315147407658421
