Feature	Gain	Cover	Frequency
ctrx_quarter	0.0889635898752006	0.0155256147923482	0.00443257868467711
mdescubierto_preacordado_delta1	0.0314852870088049	0.000840713944491379	0.000133233578961393
mtarjeta_visa_consumo	0.0299193506718548	0.0097478379108518	0.00213173726338229
mcaja_ahorro	0.0256768258045495	0.00331342042130041	0.00399700736884179
ctarjeta_visa_trx	0.0171738003673317	0.00722726579295635	0.00232646326340279
mcuenta_corriente_tend6	0.0169784232123892	0.00432800759430599	0.00587252621114448
cpayroll_trx	0.0146611137369354	0.00697614639589617	0.000445820052678507
mpasivos_margen	0.0146140599785254	0.00472044853283203	0.00481178194787492
mcuentas_saldo	0.014248970663773	0.0116256401843657	0.00572391952691831
cprestamos_personales_tend6	0.0118606099193153	0.00340019431403085	0.00105049552642637
mcuenta_corriente	0.0102567233458219	0.00304590260536789	0.00534984063214209
foto_mes	0.00894093526201237	0.00498926993403104	0.00479128447418856
mpayroll	0.00881725799654649	0.00894696917800872	0.000948008157994527
mprestamos_personales	0.00819112940527625	0.00930960391007948	0.00202412552652886
mcaja_ahorro_lag1	0.0078035884137592	0.00631020029218016	0.0046324290531192
ctrx_quarter_avg6	0.00692342258930839	0.00392636554018301	0.00503212979000338
mdescubierto_preacordado	0.00641270978170422	0.000866141627415977	0.000620048579012637
cliente_edad	0.00628304354464545	0.00527898845716092	0.00941858915888617
numero_de_cliente	0.00571708589777731	0.0045152940495628	0.00904451026410995
cliente_edad_avg6	0.00535242675020357	0.00515750547355199	0.00777879126397672
ctrx_quarter_delta1	0.00497716543375356	0.00327534164150537	0.00689739989546288
mcuenta_corriente_avg6	0.00494519122130471	0.00537175850540732	0.00687177805335492
ctrx_quarter_tend6	0.0049394549692689	0.00282484000461902	0.00702038473758109
mrentabilidad_annual_tend6	0.0049101320036589	0.00397378672422248	0.00748157789552438
ctarjeta_visa_tend6	0.00478808337697906	0.00374860305350041	0.000399700736884179
mprestamos_personales_tend6	0.00478576678436788	0.00458866468734334	0.00294651184241542
Master_fechaalta	0.0047768652003574	0.00372495799040427	0.00588789931640925
mcuentas_saldo_tend6	0.00464715646029525	0.00218255476346294	0.00504237852684657
mcomisiones_otras	0.00461813335888174	0.00197470945020492	0.00389964436883154
mrentabilidad_annual_delta1	0.00452227288218921	0.00308930658148302	0.00692302173757085
Visa_Fvencimiento_avg6	0.00450597969302148	0.00284729492777884	0.00693839484283562
Visa_status_tend6	0.00448802667701845	0.00163656349849746	0.000538058684267164
mrentabilidad_annual_lag1	0.00446479025070292	0.00282975972453642	0.00696914105336517
mactivos_margen_tend6	0.00440463426539204	0.00460305243019268	0.00600063542168428
Visa_Fvencimiento	0.00435580354910779	0.00306456047706602	0.00728685189550388
cliente_edad_lag1	0.00430623575190556	0.00393364598489903	0.00662068400069691
Master_Fvencimiento_avg6	0.00430445667787968	0.00240021879594751	0.00606725221116497
mrentabilidad_annual_avg6	0.00420192838213998	0.00263270907115351	0.00625685384276388
mcaja_ahorro_avg6	0.00409049209882478	0.00405060125659787	0.00619023705328318
Master_Fvencimiento	0.0040778154185256	0.00284819938232892	0.00654381847437303
Master_fultimo_cierre_avg6	0.00401273570034763	0.00334186321173289	0.00581615815850696
mactivos_margen_avg6	0.00400649922475866	0.00377315542023028	0.00470929457944308
