1	2	MeanDecreaseAccuracy	MeanDecreaseGini
0.00823657144716592	-3.41411692296945e-06	0.00412343842357056	48.0682182052528
0.00819969502435536	4.06768949559046e-05	0.00411971123580024	40.7378605698003
0.0184187067585727	0.000124447754732681	0.00926978761402712	41.8293502741464
8.52317616241317e-07	-1.34257946106414e-06	-2.35431299682748e-07	0.218941289663024
0.0133186766334736	-1.55295991092275e-05	0.00663637370479315	27.8089249199675
0.00256061346446147	3.97584864881834e-06	0.00128343790874209	34.3269944058862
0.0179246359152389	9.17322630528028e-05	0.00902130490152932	71.2316614335644
0.0435018883016224	0.000278019992790791	0.0219070228458082	121.54923454028
0.016622793630616	4.51725336231874e-05	0.00834232467531822	77.6622494912318
0.0630469499812124	-2.77625547958725e-06	0.0315176946993189	142.185058886942
0.0259161951760645	-1.63154103097869e-05	0.0129552704135714	97.9170386548717
0.0467394479461129	-0.000118733431650902	0.0233288874685666	129.346986663362
0.0107633043218384	3.49442674908692e-05	0.0053990764711179	44.4750406713658
1.82106616145626e-06	-2.76342236926223e-06	-4.49907892571802e-07	0.225076869569993
0	0	0	0
9.91112546983515e-05	-4.13675161320843e-06	4.76564287383886e-05	1.49088338565094
0.000136399265721359	-6.30378082305102e-06	6.50458151481724e-05	1.91550253177793
0.000362452651247461	3.99664347372775e-06	0.000183549278573184	2.32886108751187
-9.17263015664995e-07	-4.55166135639508e-07	-6.8611946282651e-07	0.170817291757465
0	4.53926463912846e-07	2.27686703096539e-07	0.0330596558884602
0.0275295295792354	4.23244622506699e-05	0.0137903107033494	87.6682648822689
0.000338949282839725	-8.68018840801621e-06	0.000164869948845837	5.16690014041095
0.0399275864720575	-0.000155417924599627	0.0198917777482214	111.86635105569
0.000256930519409197	-3.19275975234635e-06	0.000126337102720508	3.94942760293668
0.00488708015039346	2.92351849615419e-05	0.00246066849513664	30.4329023955742
0.00468416518826499	3.37733036541584e-05	0.00235979876147051	19.2789423738445
0.0404543664830168	-0.000158234116712391	0.0201617057379805	126.531919264407
0.00019753152471738	2.79452138967447e-05	0.000112602002083792	8.86144807147167
0.0222907266348431	2.66126289312343e-05	0.0111488398690787	47.6595676969939
0.0237894086297357	-7.45530775022664e-05	0.0118522851710849	51.1626266929217
0.0324707460481339	1.30350550178663e-05	0.0162594548972637	52.0988377513816
0.0990346403257832	6.21016349077764e-05	0.0495419935750151	170.127414806847
0.109887651513729	2.55051568881929e-06	0.0549524737157463	204.771489292927
0.0246635526310484	-5.31836348264534e-05	0.0123152632036505	40.8416449939752
0.0152733846728632	-6.92312558633278e-05	0.00760061314452793	30.4806685375818
0.0181319878691555	-3.78877289593447e-05	0.00904597297808622	38.789734263654
0.00560806754921649	1.51964990851806e-05	0.0028102861547036	19.3439778767951
0.00647263167112517	1.0576227958273e-05	0.00324182450642493	25.9224009899964
4.19988840485373e-05	-6.02671917056647e-06	1.80086668888066e-05	1.17623705674175
5.13645296535011e-05	6.0706084509227e-06	2.87491252150411e-05	1.33000267885082
6.42979616990789e-06	2.29736255994964e-06	4.35405950189781e-06	0.411912118442172
1.10568254531053e-05	1.320619158913e-06	6.14757437132421e-06	0.366071936884895
0.000253304602568994	-2.39457341908395e-05	0.000114383614089337	2.86523689077877
0.000408612416015565	-2.28756132016573e-06	0.000202668567214865	3.69398183378353
