1	2	MeanDecreaseAccuracy	MeanDecreaseGini
-9.02424923457755e-07	-4.55580865603645e-07	-6.81370544789702e-07	0.063820011446302
3.89499746833949e-05	8.18569775825386e-06	2.36313971264778e-05	1.15537236595434
4.88243476833783e-05	-3.60391358900278e-06	2.25594257596906e-05	1.35803440103512
4.18878472876307e-08	-4.7279328076498e-07	-2.24441401359856e-07	0.162341757343013
8.12794459839228e-05	2.61865689789343e-06	4.21017839115789e-05	1.60043998643467
9.50520807394951e-05	-6.81116752264217e-06	4.41869297257445e-05	1.87094006753937
0.000243400473948909	3.80356556976256e-05	0.000140686788534043	4.36013439364027
2.74101593728494e-05	1.84619060367339e-06	1.45532934749188e-05	0.893362325000914
0.000306851136636786	-2.71540995506088e-05	0.000140414923512826	3.90331453994285
0.000411907587900307	3.37110676472376e-06	0.000207736961865548	5.76493261691628
0.000124068065047618	-1.16361025590716e-05	5.61899474317173e-05	2.2921457586498
0.00303503270087473	5.48567681358674e-06	0.00151967455193227	8.66109558426705
0.00416194710313027	-3.39443693465588e-06	0.00208066999512238	13.0165470571235
-1.46152432811643e-09	0	2.60688026609374e-10	0.0336718938894724
0	0	0	0.0419360162460191
0.00388883576814637	2.64894697757981e-05	0.00196324624362378	13.3674256235715
0.00496669127960018	-3.44358270895466e-05	0.00247066692377715	18.6330112209374
0.0543032890015795	3.73871068687175e-05	0.0271770636897464	92.6365234071752
0.0654782676683337	3.36805643462461e-05	0.0327614285336052	123.803998115019
0.00433614259148222	-2.14893312277374e-05	0.00215961271968768	11.1891784992379
0.00539140474400848	-2.73330185897201e-05	0.00268104669434248	13.7608556845462
1.27742840433246e-05	-9.29978987833872e-07	5.95824810902044e-06	0.433992089988991
1.82185671738083e-05	-1.47502886436295e-06	8.45519122515892e-06	0.514824242210126
0.0133428212266407	-6.28393757970602e-05	0.00663157181791607	27.9507424550118
0.0142862798086163	6.62220290002606e-06	0.0071323149673208	32.5396044680179
2.46153053236806e-05	-9.31735574934992e-07	1.18669317189312e-05	0.373797549051005
2.39995552713824e-05	-3.69009438021608e-06	1.02311007062804e-05	0.356651855136737
0.0001622313317532	1.30199538635706e-06	8.19619284677279e-05	1.26701647986107
0.000113150828156778	4.55065934878564e-06	5.86578832738415e-05	1.08714458120423
9.96951592492375e-05	-4.10268406102902e-06	4.78585549322155e-05	0.786446963382353
1.85075421823176e-06	4.4762757385855e-07	1.14449085301599e-06	0.135451111102537
0.0189358192607737	-4.22143849677578e-05	0.00944991835274037	35.6982970450562
0.0247944846070733	6.68095992519889e-05	0.0124318977003871	58.7823416247484
0.0548215682888509	0.000110211008685977	0.0274632845307784	104.712083979035
0.0627176179970354	0.000119041840229842	0.0314157557154759	138.356608129058
0.00239325708854255	-2.00183185873056e-05	0.00118881005934643	6.98130640154648
5.65130474570354e-05	-5.55256184914236e-06	2.55080198662438e-05	1.21000936023289
6.56646662502835e-05	-9.1336436771018e-07	3.24172687333503e-05	1.32485043672284
0.00264622654533801	1.0037157449442e-05	0.00133072958887322	6.30202662977291
0.00274125341540143	3.3834457054992e-05	0.00139041041773793	6.64758008172325
0.0234390461509702	-4.48641453716972e-06	0.0117234722562619	54.2067944783641
0.0280466292181643	-3.71013089793387e-06	0.014026939253862	71.862822338984
0.021006294135006	-0.00012677362163461	0.0104342071926184	46.1299955645843
0.0231851708141823	-0.000100862198184518	0.0115409144364539	50.8675991922776
0.015254706922402	-2.82527895993971e-05	0.0076137055012993	33.3913390068122
0.0157765018820278	-1.92078215908111e-05	0.00787746798388107	35.3618396319085
0.000143608269222206	-1.32671192269854e-06	7.09959076045674e-05	0.956269614029907
0.000171749730043636	2.75660606263542e-06	8.71965378253113e-05	1.22985400596043
0.000211556900633485	4.25854913035598e-07	0.000105938761010291	1.62439920204928
0.000194719668266671	2.63465544076174e-06	9.8496106287803e-05	1.71081977833144
1.94752123961318e-05	-2.24664026018067e-06	8.61400993067807e-06	0.352450068261476
2.74193025601105e-05	1.40547842661316e-06	1.43244176029512e-05	0.370227582269513
5.02863314077069e-05	-1.97577015149322e-06	2.41042649601045e-05	0.775700741920759
8.5660078356876e-05	-9.12784329095601e-06	3.8157870499974e-05	0.990910930215231
0.000959820357630499	2.603656915929e-06	0.000480183826192568	5.33021241084478
0.00116775035355897	-2.80162593147648e-05	0.000568874438233912	8.56593266824424
0.020679900303927	0.000114989273324855	0.0103888808700496	46.9076017059979
0.0363938765916784	-0.000115707393567935	0.0181272812250286	80.2550619046941
0.000776266618704744	1.23353396702483e-05	0.000396177534553045	4.89245804233443
0.00039656395218135	-2.03526745485504e-06	0.000197858266857835	4.45697756787639
0.000160750461152346	6.85839945867823e-06	8.40954897437289e-05	2.24283362366808
0.000649042526827197	-1.21404326407012e-05	0.000318867419735469	3.42356481118889
0.000155425902650175	-1.54263691644681e-05	7.03263488011718e-05	2.98019743992713
0.0113649341809988	-1.03673200092195e-05	0.00567509758525939	25.0416266821736
0.0119722712444107	2.17834287234981e-05	0.00599644154174967	28.5536528117788
0.00267716247192294	-2.73347942877887e-05	0.00132336091590288	8.12821033063642
0.00301555900867857	-5.48622837032309e-06	0.0015060121204877	9.39639879767644
0.0547051198658617	0.000137118387472701	0.0274209997786042	142.353305906461
0.010001847212418	-2.9021869682443e-06	0.00499040929831307	21.9726476352359
0.0125373243026181	-6.41394071612994e-05	0.00623020091563553	37.03887744687
0.00341868372649867	2.67970231406109e-05	0.00172188285382762	9.39298957990987
0.00284726087515502	-1.81332284051328e-05	0.00141856702125766	14.335781472907
0.0250011979206575	-4.75598180503653e-05	0.0124756149000283	68.7816428046194
0.0118625634991548	7.37366138293268e-05	0.00597044746694312	50.8232870001536
0.0011790130839921	-2.33509524422009e-05	0.000576275019609693	5.43159422092583
0.0293029264145235	2.83218912433993e-05	0.0146617010238955	66.9184455970453
0.0287462297766553	6.40890643937291e-05	0.0144043377339648	65.4063547917659
0.000254946712389568	5.86050940481488e-06	0.000130270082733582	2.14148935659023
0.0177656414647937	2.92464195868625e-05	0.00889478454316938	41.6602780431405
0.000233123784999839	8.50349582835495e-07	0.000116889679980006	1.40427896897674
0.0249656029061616	-5.69732721079813e-05	0.0124569406416559	69.5024824539369
7.66093864222969e-09	4.61121822286859e-07	2.24945732546289e-07	0.0805271008208077
4.59558823529412e-07	-4.52693526482571e-07	-1.0994096693604e-09	0.0445386817497925
0.0103054673607617	-3.08066541842749e-05	0.00513870605675041	44.2367625892401
0.000694802491685755	1.16899969126463e-05	0.000353091074743373	3.23120043805077
0.0133515955193578	-1.83847102390861e-05	0.00666361155843879	35.8415226994083
6.24300222018697e-05	-4.70666190571938e-07	3.09923955896141e-05	0.757301520059877
0.0245671939013411	-0.000117928491867333	0.0122304083264457	74.7800394296942
0.01781047497664	2.00218042898901e-06	0.00889992385164087	44.7648932573345
0.0103285279492848	-2.81971539235922e-05	0.00514797553191022	27.6451957230476
1.82207123319463e-06	0	9.07299098817891e-07	0.0973005715709489
0.0233954064255523	8.01886260023726e-06	0.0117023753266993	54.5451366381285
0.00828819878297724	3.80751803080881e-05	0.00416292543186734	20.2348338857151
0.00466057526749889	-7.50658518789454e-06	0.00232629449082833	19.4457592940116
0.0278782085070522	2.35040397018926e-05	0.0139555241735065	72.1463944608651
0.0109172156240472	1.62285141496515e-05	0.00547048596197444	51.0664984193549
0.00317418683709355	-3.9536265361618e-05	0.00156662446780353	12.4661822640999
0.149821739881578	9.80436260798498e-05	0.0749500440166228	280.12856041998
0.145995752916654	-0.000135241525771379	0.0729222038908186	278.156435751695
0.00334859656391844	-6.13384766274881e-05	0.0016446603897111	10.5609547055207
0.0997377381975321	-4.06609341438118e-05	0.0498508859454836	198.914876460332
0.0139766365435202	-7.96002791133491e-06	0.00697657604376265	28.995844698483
0.0257195385614872	-1.47348747829858e-05	0.012855223954143	65.7320607831275
4.07786274052849e-06	4.53720508166969e-07	2.2882907228973e-06	0.182991305224271
0	0	0	0.0724565172654358
0.0105633742105639	-0.000103184811283117	0.00523132400333321	45.6960925322913
0.00593076235759241	4.33023081682502e-05	0.00298695060310016	14.0399913007184
0.0572567633644919	1.66272293820674e-05	0.0286352801536814	128.593952236415
0.00100962280572891	1.14793804402916e-05	0.000509788347472246	4.38021143281674
0.03182871443803	5.00876982814361e-05	0.0159504222830447	81.9356979234992
0.0983067753195511	6.46236792150294e-05	0.0491754077894912	199.065452666634
0.0604044705844775	0.000154781270643958	0.030271299815178	121.524691259851
9.60928444021904e-07	1.37912690858762e-06	1.14156675712864e-06	0.17114226902142
0.101337779691414	-6.00041991732219e-05	0.0506397276611971	206.69253844902
0	0	0	0
