Feature	Gain	Cover	Frequency
mcaja_ahorro	0.0459280484287426	0.00318208447502655	0.00188788066588095
ctrx_quarter	0.0440414954896507	0.00305366652125289	0.0015798014680332
ctrx_quarter_min6	0.037127496661953	0.00383805707440659	0.00108185950872115
ctrx_quarter_normalizado	0.0336508340679143	0.00342483775124678	0.00172667643444899
mdescubierto_preacordado_avg6_delta1	0.0250588476717149	0.000453140092965579	0.000211356658988569
mdescubierto_preacordado_tend6	0.0178911865948666	0.000418374577550855	0.000150457282669829
mcaja_ahorro_lag1	0.017526527863756	0.00101971221085816	0.000831097370938101
ctrx_quarter_lag1	0.015270768456358	0.00138492175242302	0.00123948142389906
mtarjeta_visa_consumo	0.0141774396259942	0.00325644340853475	0.00127888690269354
mcuentas_saldo	0.0126288133934606	0.00287658370645932	0.00281928289193227
mprestamos_personales_ratiomax6	0.0124037585803489	0.00177054276364998	0.00104245402992667
cpayroll_trx	0.0100812103026138	0.00327665574261291	0.000537347438106531
mpayroll	0.00981466117637839	0.004803405039463	0.000702133985792534
mv_status06_delta2	0.00899019101017661	0.00138192555003929	0.000279420667815396
mpasivos_margen_max6	0.00841242552598495	0.000979064892632832	0.00118216436383437
mcaja_ahorro_ratiomax6	0.00834186614193997	0.00125822700837424	0.00214580743617208
mv_status04	0.00685019382634759	0.000365544557900205	0.00023285055651283
mpayroll_sobre_edad	0.00627610834084249	0.00421652543047394	0.000619740711949532
mpasivos_margen	0.00587187144888267	0.00173314643144803	0.00175175264822729
mprestamos_personales_ratioavg6	0.00581763790714431	0.00354825203662729	0.00109618877373732
Visa_status_max6	0.00580680077228265	0.00102977415446835	0.000422713317977138
Visa_msaldopesos	0.00577796348777488	0.00195706179958126	0.00138277407406081
ctarjeta_visa_trx	0.00577206365643222	0.00190250883051367	0.00101021318364028
cpayroll_trx_ratioavg6	0.00558883134175037	0.00287247786911872	0.000820350422175971
mv_msaldopesos	0.00533545499684404	0.00143756041680521	0.000702133985792534
mcaja_ahorro_ratioavg6	0.00511157966225019	0.00177909798698276	0.00238224030893895
cproductos_ratioavg6	0.00510057879995185	0.00605515830474182	0.00130754543272589
mprestamos_personales	0.00508946758003342	0.00261530763939059	0.000849008952208319
mdescubierto_preacordado	0.0049808657484825	0.000785119588960373	0.000415548685469051
mpasivos_margen_max6_lag1	0.00472309110868789	0.000817911999015457	0.00108902414122924
mdescubierto_preacordado_tend6_delta1_delta2	0.00471075104979882	0.000936278595035676	0.000340320044134136
mcuenta_corriente_avg6_delta1	0.00431900855465617	0.000568970537524102	0.000949313807321538
mpayroll_ratioavg6	0.00422338445441395	0.00194174293686287	0.000745121780841056
mv_mpagospesos	0.00421839049948354	0.0013449509745672	0.000669893139506142
mcuentas_saldo_min6_delta2	0.00418056284646536	0.00131842816832628	0.00150099051044424
mcaja_ahorro_max6	0.0038122037736575	0.0011467149859845	0.00139710333907698
mv_msaldototal	0.00371274918124364	0.000848827935807626	0.000548094386868662
ctarjeta_visa_ratioavg6	0.00367142076825377	0.000427294810479766	0.000114634120129393
ctarjeta_visa_tend6	0.00356673552769675	0.000344102181975429	5.37347438106531e-05
